Sol	Hybrid Local Solar Time	SCLK	UTC	Solar longitude (deg)	Solar azimuth (deg)	Solar elevation (deg)	Sun distance (AU)
1226	1226:11:18:17	235201103	2007-06-15 17.27.43	258,17	9,88	80,12	1,3824
1227	1227:11:18:58	235289921	2007-06-16 18.08.01	258,82	9,94	80,06	1,3826
1228	1228:11:19:41	235378740	2007-06-17 18.48.20	259,47	10,00	80,00	1,3827
1229	1229:11:20:23	235467560	2007-06-18 19.28.39	260,12	10,06	79,94	1,3830
1230	1230:11:21:05	235556378	2007-06-19 20.08.57	260,77	10,11	79,89	1,3832
1231	1231:11:21:48	235645197	2007-06-20 20.49.16	261,42	10,15	79,85	1,3834
1232	1232:11:22:30	235734017	2007-06-21 21.29.35	262,07	10,20	79,80	1,3837
1233	1233:11:23:13	235822835	2007-06-22 22.09.54	262,72	10,24	79,76	1,3839
1234	1234:11:23:55	235911655	2007-06-23 22.50.13	263,37	10,28	79,72	1,3842
1235	1235:11:24:38	236000474	2007-06-24 23.30.31	264,02	10,31	79,69	1,3845
1236	1236:11:25:20	236089293	2007-06-26 00.10.50	264,67	10,34	79,66	1,3848
1237	1237:11:26:03	236178113	2007-06-27 00.51.09	265,32	10,37	79,63	1,3851
1238	1238:11:26:45	236266932	2007-06-28 01.31.28	265,97	10,39	79,61	1,3855
1239	1239:11:27:28	236355751	2007-06-29 02.11.47	266,62	10,41	79,59	1,3858
1240	1240:11:28:11	236444570	2007-06-30 02.52.06	267,27	10,42	79,58	1,3862
1241	1241:11:28:53	236533390	2007-07-01 03.32.25	267,92	10,44	79,56	1,3866
1242	1242:11:29:36	236622208	2007-07-02 04.12.44	268,56	10,45	79,55	1,3870
1243	1243:11:30:18	236711028	2007-07-03 04.53.03	269,21	10,45	79,55	1,3874
1244	1244:11:31:00	236799847	2007-07-04 05.33.21	269,86	10,46	79,54	1,3878
1245	1245:11:31:42	236888665	2007-07-05 06.13.40	270,50	10,45	79,55	1,3882
1246	1246:11:32:24	236977484	2007-07-06 06.53.58	271,15	10,45	79,55	1,3887
1247	1247:11:33:07	237066302	2007-07-07 07.34.17	271,79	10,44	79,56	1,3892
1248	1248:11:33:48	237155121	2007-07-08 08.14.35	272,44	10,43	79,57	1,3896
1249	1249:11:34:30	237243939	2007-07-09 08.54.53	273,08	10,42	79,58	1,3901
1250	1250:11:35:11	237332757	2007-07-10 09.35.11	273,73	10,40	79,60	1,3906
1251	1251:11:35:53	237421575	2007-07-11 10.15.29	274,37	10,38	79,62	1,3912
1252	1252:11:36:33	237510393	2007-07-12 10.55.46	275,02	10,35	79,65	1,3917
1253	1253:11:37:14	237599210	2007-07-13 11.36.03	275,66	10,32	79,68	1,3923
1254	1254:11:37:54	237688027	2007-07-14 12.16.20	276,30	10,29	79,71	1,3928
1255	1255:11:38:35	237776844	2007-07-15 12.56.37	276,94	10,26	79,74	1,3934
1256	1256:11:39:16	237865661	2007-07-16 13.36.53	277,58	10,22	79,78	1,3940
1257	1257:11:39:55	237954478	2007-07-17 14.17.09	278,22	10,18	79,82	1,3946
1258	1258:11:40:35	238043293	2007-07-18 14.57.25	278,86	10,13	79,87	1,3952
1259	1259:11:41:14	238132110	2007-07-19 15.37.41	279,50	10,09	79,91	1,3959
1260	1260:11:41:53	238220925	2007-07-20 16.17.56	280,14	10,03	79,97	1,3965
1261	1261:11:42:32	238309740	2007-07-21 16.58.12	280,78	9,98	80,02	1,3972
1262	1262:11:43:10	238398555	2007-07-22 17.38.26	281,42	9,92	80,08	1,3978
1263	1263:11:43:48	238487370	2007-07-23 18.18.41	282,05	9,86	80,14	1,3985
1264	1264:11:44:26	238576185	2007-07-24 18.58.54	282,69	9,80	80,20	1,3992
1265	1265:11:45:04	238664998	2007-07-25 19.39.08	283,33	9,73	80,27	1,3999
1266	1266:11:45:41	238753812	2007-07-26 20.19.22	283,96	9,66	80,34	1,4006
1267	1267:11:46:18	238842625	2007-07-27 20.59.35	284,60	9,59	80,41	1,4014
1268	1268:11:46:54	238931438	2007-07-28 21.39.48	285,23	9,51	80,49	1,4021
1269	1269:11:47:30	239020250	2007-07-29 22.20.00	285,86	9,43	80,57	1,4029
1270	1270:11:48:05	239109063	2007-07-30 23.00.11	286,49	9,35	80,65	1,4037
1271	1271:11:48:41	239197874	2007-07-31 23.40.23	287,13	9,27	80,73	1,4044
1272	1272:11:49:15	239286685	2007-08-02 00.20.34	287,76	9,18	80,82	1,4052
1273	1273:11:49:50	239375496	2007-08-03 01.00.45	288,39	9,09	80,91	1,4061
1274	1274:11:50:24	239464306	2007-08-04 01.40.54	289,02	8,99	81,01	1,4069
1275	1275:11:50:57	239553117	2007-08-05 02.21.04	289,64	8,90	81,10	1,4077
1276	1276:11:51:31	239641926	2007-08-06 03.01.14	290,27	8,80	81,20	1,4085
1277	1277:11:52:03	239730736	2007-08-07 03.41.22	290,90	8,69	81,31	1,4094
1278	1278:11:52:35	239819544	2007-08-08 04.21.30	291,53	8,59	81,41	1,4103
1279	1279:11:53:07	239908351	2007-08-09 05.01.39	292,15	8,48	81,52	1,4111
1280	1280:11:53:38	239997160	2007-08-10 05.41.45	292,78	8,37	81,63	1,4120
1281	1281:11:54:10	240085967	2007-08-11 06.21.53	293,40	8,26	81,74	1,4129
1282	1282:11:54:39	240174773	2007-08-12 07.01.59	294,02	8,14	81,86	1,4138
1283	1283:11:55:10	240263580	2007-08-13 07.42.05	294,65	8,02	81,98	1,4148
1284	1284:11:55:38	240352385	2007-08-14 08.22.10	295,27	7,90	82,10	1,4157
1285	1285:11:56:08	240441190	2007-08-15 09.02.16	295,89	7,78	82,22	1,4166
1286	1286:11:56:35	240529994	2007-08-16 09.42.19	296,51	7,65	82,35	1,4176
1287	1287:11:57:04	240618799	2007-08-17 10.22.24	297,13	7,52	82,48	1,4185
1288	1288:11:57:31	240707602	2007-08-18 11.02.27	297,75	7,39	82,61	1,4195
1289	1289:11:57:58	240796405	2007-08-19 11.42.30	298,36	7,26	82,74	1,4205
1290	1290:11:58:25	240885208	2007-08-20 12.22.32	298,98	7,12	82,88	1,4215
1291	1291:11:58:50	240974011	2007-08-21 13.02.34	299,60	6,99	83,01	1,4225
1292	1292:11:59:16	241062812	2007-08-22 13.42.35	300,21	6,85	83,15	1,4235
1293	1293:11:59:40	241151613	2007-08-23 14.22.36	300,83	6,70	83,30	1,4245
1294	1294:12:00:05	241240413	2007-08-24 15.02.36	301,44	6,56	83,44	1,4255
1295	1295:12:00:28	241329213	2007-08-25 15.42.36	302,05	6,41	83,59	1,4266
1296	1296:12:00:51	241418012	2007-08-26 16.22.34	302,66	6,26	83,74	1,4276
1297	1297:12:01:14	241506811	2007-08-27 17.02.34	303,27	6,11	83,89	1,4287
1298	1298:12:01:36	241595610	2007-08-28 17.42.31	303,88	5,96	84,04	1,4298
1299	1299:12:01:58	241684407	2007-08-29 18.22.28	304,49	5,80	84,20	1,4308
1300	1300:12:02:19	241773204	2007-08-30 19.02.26	305,10	5,64	84,36	1,4319
1301	1301:12:02:40	241862001	2007-08-31 19.42.22	305,71	5,48	84,52	1,4330
1302	1302:12:02:59	241950797	2007-09-01 20.22.18	306,31	5,32	84,68	1,4341
1303	1303:12:03:19	242039592	2007-09-02 21.02.13	306,92	5,16	84,84	1,4352
1304	1304:12:03:37	242128387	2007-09-03 21.42.07	307,52	4,99	85,01	1,4363
1305	1305:12:03:56	242217182	2007-09-04 22.22.01	308,12	4,83	85,17	1,4374
1306	1306:12:04:14	242305975	2007-09-05 23.01.56	308,72	4,66	85,34	1,4386
1307	1307:12:04:31	242394769	2007-09-06 23.41.48	309,33	4,49	85,51	1,4397
1308	1308:12:04:49	242483561	2007-09-08 00.21.41	309,93	4,31	85,69	1,4409
1309	1309:12:05:04	242572354	2007-09-09 01.01.33	310,52	4,14	85,86	1,4420
1310	1310:12:05:20	242661145	2007-09-10 01.41.24	311,12	3,96	86,04	1,4432
1311	1311:12:05:35	242749937	2007-09-11 02.21.15	311,72	3,79	86,21	1,4443
1312	1312:12:05:50	242838727	2007-09-12 03.01.05	312,32	3,61	86,39	1,4455
1313	1313:12:06:04	242927516	2007-09-13 03.40.55	312,91	3,43	86,57	1,4467
1314	1314:12:06:18	243016306	2007-09-14 04.20.45	313,51	3,25	86,75	1,4479
1315	1315:12:06:30	243105095	2007-09-15 05.00.33	314,10	3,06	86,94	1,4491
1316	1316:12:06:43	243193883	2007-09-16 05.40.21	314,69	2,88	87,12	1,4503
1317	1317:12:06:55	243282671	2007-09-17 06.20.08	315,28	2,69	87,31	1,4515
1318	1318:12:07:06	243371459	2007-09-18 06.59.55	315,87	2,50	87,50	1,4527
1319	1319:12:07:18	243460264	2007-09-19 07.39.42	316,46	2,31	87,69	1,4539
1320	1320:12:07:28	243549050	2007-09-20 08.19.28	317,05	2,12	87,88	1,4551
1321	1321:12:07:38	243637836	2007-09-21 08.59.13	317,64	1,93	88,07	1,4564
1322	1322:12:07:47	243726621	2007-09-22 09.38.58	318,23	1,74	88,26	1,4576
1323	1323:12:07:56	243815406	2007-09-23 10.18.42	318,81	1,54	88,46	1,4588
1324	1324:12:08:04	243904190	2007-09-24 10.58.26	319,39	1,35	88,65	1,4601
1325	1325:12:08:12	243992974	2007-09-25 11.38.09	319,98	1,15	88,85	1,4613
1326	1326:12:08:19	244081757	2007-09-26 12.17.52	320,56	0,95	89,05	1,4626
1327	1327:12:08:26	244170540	2007-09-27 12.57.34	321,14	0,75	89,25	1,4638
1328	1328:12:08:33	244259322	2007-09-28 13.37.16	321,72	0,55	89,45	1,4651
1329	1329:12:08:38	244348103	2007-09-29 14.16.57	322,30	0,35	89,65	1,4664
1330	1330:12:08:44	244436884	2007-09-30 14.56.38	322,88	0,15	89,85	1,4676
1331	1331:12:08:49	244525665	2007-10-01 15.36.19	323,46	0,06	89,94	1,4689
1332	1332:12:08:53	244614446	2007-10-02 16.15.58	324,03	0,26	89,74	1,4702
1333	1333:12:08:57	244703225	2007-10-03 16.55.38	324,61	0,47	89,53	1,4715
1334	1334:12:09:01	244792004	2007-10-04 17.35.17	325,18	0,67	89,33	1,4728
1335	1335:12:09:03	244880783	2007-10-05 18.14.55	325,76	0,88	89,12	1,4741
1336	1336:12:09:06	244969560	2007-10-06 18.54.33	326,33	1,09	88,91	1,4754
1337	1337:12:09:09	245058338	2007-10-07 19.34.11	326,90	1,30	88,70	1,4767
1338	1338:12:09:10	245147116	2007-10-08 20.13.47	327,47	1,51	88,49	1,4780
1339	1339:12:09:11	245235892	2007-10-09 20.53.23	328,04	1,72	88,28	1,4793
1340	1340:12:09:11	245324669	2007-10-10 21.32.59	328,61	1,93	88,07	1,4806
1341	1341:12:09:12	245413445	2007-10-11 22.12.35	329,17	2,14	87,86	1,4819
1342	1342:12:09:11	245502220	2007-10-12 22.52.10	329,74	2,35	87,65	1,4832
1343	1343:12:09:11	245590995	2007-10-13 23.31.44	330,31	2,57	87,43	1,4845
1344	1344:12:09:09	245679769	2007-10-15 00.11.18	330,87	2,78	87,22	1,4858
1345	1345:12:09:08	245768544	2007-10-16 00.50.52	331,43	2,99	87,01	1,4872
1346	1346:12:09:07	245857317	2007-10-17 01.30.26	332,00	3,21	86,79	1,4885
1347	1347:12:09:04	245946090	2007-10-18 02.09.58	332,56	3,42	86,58	1,4898
1348	1348:12:09:02	246034863	2007-10-19 02.49.31	333,12	3,64	86,36	1,4911
1349	1349:12:08:58	246123635	2007-10-20 03.29.03	333,68	3,86	86,14	1,4925
1350	1350:12:08:55	246212407	2007-10-21 04.08.35	334,24	4,08	85,92	1,4938
1351	1351:12:08:50	246301179	2007-10-22 04.48.05	334,79	4,29	85,71	1,4951
1352	1352:12:08:46	246389949	2007-10-23 05.27.36	335,35	4,51	85,49	1,4965
1353	1353:12:08:41	246478721	2007-10-24 06.07.07	335,90	4,73	85,27	1,4978
1354	1354:12:08:36	246567490	2007-10-25 06.46.36	336,46	4,95	85,05	1,4991
1355	1355:12:08:30	246656261	2007-10-26 07.26.06	337,01	5,17	84,83	1,5005
1356	1356:12:08:24	246745030	2007-10-27 08.05.34	337,56	5,39	84,61	1,5018
1357	1357:12:08:19	246833800	2007-10-28 08.45.04	338,12	5,61	84,39	1,5032
1358	1358:12:08:11	246922568	2007-10-29 09.24.32	338,67	5,83	84,17	1,5045
1359	1359:12:08:05	247011337	2007-10-30 10.04.00	339,21	6,05	83,95	1,5058
1360	1360:12:07:57	247100104	2007-10-31 10.43.28	339,76	6,27	83,73	1,5072
1361	1361:12:07:49	247188872	2007-11-01 11.22.54	340,31	6,49	83,51	1,5085
1362	1362:12:07:41	247277639	2007-11-02 12.02.22	340,86	6,71	83,29	1,5099
1363	1363:12:07:33	247366406	2007-11-03 12.41.49	341,40	6,94	83,06	1,5112
1364	1364:12:07:23	247455172	2007-11-04 13.21.14	341,95	7,16	82,84	1,5126
1365	1365:12:07:15	247543939	2007-11-05 14.00.41	342,49	7,38	82,62	1,5139
1366	1366:12:07:05	247632705	2007-11-06 14.40.06	343,03	7,60	82,40	1,5152
1367	1367:12:06:55	247721470	2007-11-07 15.19.31	343,58	7,82	82,18	1,5166
1368	1368:12:06:46	247810236	2007-11-08 15.58.56	344,11	8,05	81,95	1,5179
1369	1369:12:06:35	247899000	2007-11-09 16.38.21	344,65	8,27	81,73	1,5193
1370	1370:12:06:24	247987764	2007-11-10 17.17.44	345,19	8,49	81,51	1,5206
1371	1371:12:06:13	248076529	2007-11-11 17.57.09	345,73	8,72	81,28	1,5219
1372	1372:12:06:02	248165293	2007-11-12 18.36.32	346,27	8,94	81,06	1,5233
1373	1373:12:05:50	248254056	2007-11-13 19.15.56	346,80	9,16	80,84	1,5246
1374	1374:12:05:38	248342820	2007-11-14 19.55.18	347,34	9,38	80,62	1,5259
1375	1375:12:05:25	248431583	2007-11-15 20.34.41	347,87	9,61	80,39	1,5273
1376	1376:12:05:13	248520345	2007-11-16 21.14.03	348,41	9,83	80,17	1,5286
1377	1377:12:05:01	248609108	2007-11-17 21.53.25	348,94	10,05	79,95	1,5299
1378	1378:12:04:47	248697870	2007-11-18 22.32.47	349,47	10,28	79,72	1,5313
1379	1379:12:04:34	248786632	2007-11-19 23.12.08	350,00	10,50	79,50	1,5326
1380	1380:12:04:20	248875393	2007-11-20 23.51.30	350,53	10,72	79,28	1,5339
1381	1381:12:04:06	248964154	2007-11-22 00.30.50	351,06	10,94	79,06	1,5352
1382	1382:12:03:52	249052915	2007-11-23 01.10.12	351,58	11,17	78,83	1,5366
1383	1383:12:03:38	249141677	2007-11-24 01.49.32	352,11	11,39	78,61	1,5379
1384	1384:12:03:23	249230437	2007-11-25 02.28.52	352,64	11,61	78,39	1,5392
1385	1385:12:03:08	249319197	2007-11-26 03.08.12	353,16	11,83	78,17	1,5405
1386	1386:12:02:52	249407957	2007-11-27 03.47.31	353,69	12,05	77,95	1,5418
1387	1387:12:02:37	249496717	2007-11-28 04.26.50	354,21	12,28	77,72	1,5431
1388	1388:12:02:22	249585477	2007-11-29 05.06.10	354,73	12,50	77,50	1,5444
1389	1389:12:02:06	249674236	2007-11-30 05.45.29	355,25	12,72	77,28	1,5457
1390	1390:12:01:50	249762995	2007-12-01 06.24.48	355,77	12,94	77,06	1,5470
1391	1391:12:01:33	249851754	2007-12-02 07.04.06	356,29	13,16	76,84	1,5483
1392	1392:12:01:17	249940512	2007-12-03 07.43.24	356,81	13,38	76,62	1,5496
1393	1393:12:01:00	250029271	2007-12-04 08.22.43	357,33	13,60	76,40	1,5509
1394	1394:12:00:44	250118029	2007-12-05 09.02.01	357,85	13,82	76,18	1,5522
1395	1395:12:00:26	250206788	2007-12-06 09.41.18	358,36	14,04	75,96	1,5535
1396	1396:12:00:09	250295545	2007-12-07 10.20.35	358,88	14,26	75,74	1,5548
1397	1397:11:59:51	250384303	2007-12-08 10.59.53	359,39	14,48	75,52	1,5560
1398	1398:11:59:34	250473060	2007-12-09 11.39.10	359,90	14,70	75,30	1,5573
1399	1399:11:59:17	250561817	2007-12-10 12.18.27	0,42	14,92	75,08	1,5586
1400	1400:11:58:58	250650574	2007-12-11 12.57.44	0,93	15,13	74,87	1,5599
1401	1401:11:58:40	250739331	2007-12-12 13.37.00	1,44	15,35	74,65	1,5611
1402	1402:11:58:21	250828088	2007-12-13 14.16.16	1,95	15,57	74,43	1,5624
1403	1403:11:58:03	250916844	2007-12-14 14.55.33	2,46	15,78	74,22	1,5636
1404	1404:11:57:44	251005602	2007-12-15 15.34.49	2,97	16,00	74,00	1,5649
1405	1405:11:57:26	251094358	2007-12-16 16.14.05	3,48	16,22	73,78	1,5661
1406	1406:11:57:06	251183114	2007-12-17 16.53.20	3,98	16,43	73,57	1,5674
1407	1407:11:56:47	251271869	2007-12-18 17.32.36	4,49	16,65	73,35	1,5686
1408	1408:11:56:27	251360625	2007-12-19 18.11.51	4,99	16,86	73,14	1,5698
1409	1409:11:56:08	251449381	2007-12-20 18.51.06	5,50	17,08	72,92	1,5710
1410	1410:11:55:49	251538136	2007-12-21 19.30.21	6,00	17,29	72,71	1,5723
1411	1411:11:55:29	251626891	2007-12-22 20.09.37	6,51	17,50	72,50	1,5735
1412	1412:11:55:10	251715647	2007-12-23 20.48.52	7,01	17,71	72,29	1,5747
1413	1413:11:54:49	251804402	2007-12-24 21.28.06	7,51	17,93	72,07	1,5759
1414	1414:11:54:29	251893156	2007-12-25 22.07.20	8,01	18,14	71,86	1,5771
1415	1415:11:54:09	251981911	2007-12-26 22.46.36	8,51	18,35	71,65	1,5783
1416	1416:11:53:49	252070666	2007-12-27 23.25.50	9,01	18,56	71,44	1,5795
1417	1417:11:53:28	252159420	2007-12-29 00.05.04	9,51	18,77	71,23	1,5807
1418	1418:11:53:08	252248175	2007-12-30 00.44.18	10,01	18,98	71,02	1,5818
1419	1419:11:52:47	252336929	2007-12-31 01.23.32	10,50	19,19	70,81	1,5830
1420	1420:11:52:26	252425683	2008-01-01 02.02.46	11,00	19,40	70,60	1,5842
1421	1421:11:52:06	252514439	2008-01-02 02.42.00	11,49	19,60	70,40	1,5853
1422	1422:11:51:44	252603191	2008-01-03 03.21.13	11,99	19,81	70,19	1,5865
1423	1423:11:51:24	252691940	2008-01-04 04.00.27	12,48	20,02	69,98	1,5876
1424	1424:11:51:02	252780694	2008-01-05 04.39.41	12,98	20,22	69,78	1,5888
1425	1425:11:50:41	252869447	2008-01-06 05.18.54	13,47	20,43	69,57	1,5899
1426	1426:11:50:19	252958201	2008-01-07 05.58.07	13,96	20,63	69,37	1,5910
1427	1427:11:49:59	253046955	2008-01-08 06.37.21	14,45	20,84	69,16	1,5922
1428	1428:11:49:37	253135708	2008-01-09 07.16.34	14,94	21,04	68,96	1,5933
1429	1429:11:49:16	253224462	2008-01-10 07.55.48	15,43	21,24	68,76	1,5944
1430	1430:11:48:55	253313215	2008-01-11 08.35.01	15,92	21,44	68,56	1,5955
1431	1431:11:48:32	253401968	2008-01-12 09.14.13	16,41	21,64	68,36	1,5966
1432	1432:11:48:11	253490721	2008-01-13 09.53.26	16,90	21,85	68,15	1,5977
1433	1433:11:47:49	253579474	2008-01-14 10.32.39	17,39	22,04	67,96	1,5988
1434	1434:11:47:28	253668228	2008-01-15 11.11.53	17,87	22,24	67,76	1,5998
1435	1435:11:47:05	253756981	2008-01-16 11.51.05	18,36	22,44	67,56	1,6009
1436	1436:11:46:44	253845734	2008-01-17 12.30.18	18,84	22,64	67,36	1,6020
1437	1437:11:46:21	253934487	2008-01-18 13.09.30	19,33	22,84	67,16	1,6030
1438	1438:11:46:00	254023240	2008-01-19 13.48.43	19,81	23,03	66,97	1,6041
1439	1439:11:45:37	254111993	2008-01-20 14.27.56	20,29	23,23	66,77	1,6051
1440	1440:11:45:16	254200746	2008-01-21 15.07.09	20,78	23,42	66,58	1,6062
1441	1441:11:44:54	254289499	2008-01-22 15.46.21	21,26	23,62	66,38	1,6072
1442	1442:11:44:32	254378252	2008-01-23 16.25.34	21,74	23,81	66,19	1,6082
1443	1443:11:44:10	254467005	2008-01-24 17.04.46	22,22	24,00	66,00	1,6092
1444	1444:11:43:48	254555758	2008-01-25 17.43.59	22,70	24,19	65,81	1,6102
1445	1445:11:43:26	254644511	2008-01-26 18.23.12	23,18	24,38	65,62	1,6112
1446	1446:11:43:03	254733264	2008-01-27 19.02.24	23,66	24,57	65,43	1,6122
1447	1447:11:42:42	254822017	2008-01-28 19.41.37	24,14	24,76	65,24	1,6132
1448	1448:11:42:19	254910770	2008-01-29 20.20.49	24,62	24,95	65,05	1,6142
1449	1449:11:41:57	254999521	2008-01-30 21.00.01	25,09	25,14	64,86	1,6152
1450	1450:11:41:35	255088274	2008-01-31 21.39.15	25,57	25,32	64,68	1,6161
1451	1451:11:41:13	255177027	2008-02-01 22.18.27	26,05	25,51	64,49	1,6171
1452	1452:11:40:51	255265780	2008-02-02 22.57.39	26,52	25,70	64,30	1,6180
1453	1453:11:40:29	255354533	2008-02-03 23.36.52	27,00	25,88	64,12	1,6190
1454	1454:11:40:07	255443286	2008-02-05 00.16.04	27,47	26,06	63,94	1,6199
1455	1455:11:39:44	255532039	2008-02-06 00.55.16	27,94	26,24	63,76	1,6208
1456	1456:11:39:23	255620792	2008-02-07 01.34.30	28,42	26,43	63,57	1,6217
1457	1457:11:39:00	255709545	2008-02-08 02.13.42	28,89	26,61	63,39	1,6226
1458	1458:11:38:39	255798298	2008-02-09 02.52.55	29,36	26,79	63,21	1,6235
1459	1459:11:38:16	255887051	2008-02-10 03.32.07	29,84	26,96	63,04	1,6244
1460	1460:11:37:55	255975804	2008-02-11 04.11.20	30,31	27,14	62,86	1,6253
1461	1461:11:37:32	256064557	2008-02-12 04.50.33	30,78	27,32	62,68	1,6262
1462	1462:11:37:11	256153310	2008-02-13 05.29.46	31,25	27,49	62,51	1,6270
1463	1463:11:36:49	256242063	2008-02-14 06.08.58	31,72	27,67	62,33	1,6279
1464	1464:11:36:27	256330816	2008-02-15 06.48.11	32,19	27,84	62,16	1,6287
1465	1465:11:36:06	256419568	2008-02-16 07.27.24	32,66	28,02	61,98	1,6296
1466	1466:11:35:43	256508322	2008-02-17 08.06.37	33,12	28,19	61,81	1,6304
1467	1467:11:35:22	256597075	2008-02-18 08.45.50	33,59	28,36	61,64	1,6312
1468	1468:11:35:00	256685828	2008-02-19 09.25.03	34,06	28,53	61,47	1,6320
1469	1469:11:34:39	256774582	2008-02-20 10.04.16	34,53	28,70	61,30	1,6329
1470	1470:11:34:17	256863335	2008-02-21 10.43.29	34,99	28,87	61,13	1,6336
1471	1471:11:33:56	256952089	2008-02-22 11.22.43	35,46	29,03	60,97	1,6344
1472	1472:11:33:34	257040842	2008-02-23 12.01.56	35,92	29,20	60,80	1,6352
1473	1473:11:33:13	257129596	2008-02-24 12.41.09	36,39	29,37	60,63	1,6360
1474	1474:11:32:52	257218350	2008-02-25 13.20.22	36,85	29,53	60,47	1,6367
1475	1475:11:32:30	257307103	2008-02-26 13.59.35	37,32	29,69	60,31	1,6375
1476	1476:11:32:09	257395857	2008-02-27 14.38.49	37,78	29,86	60,14	1,6382
1477	1477:11:31:48	257484611	2008-02-28 15.18.03	38,25	30,02	59,98	1,6390
1478	1478:11:31:27	257573365	2008-02-29 15.57.16	38,71	30,18	59,82	1,6397
1479	1479:11:31:05	257662119	2008-03-01 16.36.29	39,17	30,34	59,66	1,6404
1480	1480:11:30:45	257750873	2008-03-02 17.15.43	39,63	30,49	59,51	1,6411
1481	1481:11:30:24	257839627	2008-03-03 17.54.58	40,10	30,65	59,35	1,6418
1482	1482:11:30:03	257928381	2008-03-04 18.34.11	40,56	30,81	59,19	1,6425
1483	1483:11:29:42	258017136	2008-03-05 19.13.25	41,02	30,96	59,04	1,6432
1484	1484:11:29:22	258105890	2008-03-06 19.52.39	41,48	31,11	58,89	1,6438
1485	1485:11:29:02	258194645	2008-03-07 20.31.53	41,94	31,27	58,73	1,6445
1486	1486:11:28:41	258283399	2008-03-08 21.11.08	42,40	31,42	58,58	1,6451
1487	1487:11:28:21	258372154	2008-03-09 21.50.22	42,86	31,57	58,43	1,6458
1488	1488:11:28:00	258460909	2008-03-10 22.29.36	43,32	31,72	58,28	1,6464
1489	1489:11:27:41	258549663	2008-03-11 23.08.51	43,78	31,87	58,13	1,6470
1490	1490:11:27:20	258638418	2008-03-12 23.48.06	44,24	32,01	57,99	1,6476
1491	1491:11:27:00	258727173	2008-03-14 00.27.20	44,69	32,16	57,84	1,6482
1492	1492:11:26:40	258815928	2008-03-15 01.06.35	45,15	32,30	57,70	1,6488
1493	1493:11:26:21	258904684	2008-03-16 01.45.50	45,61	32,45	57,55	1,6494
1494	1494:11:26:00	258993547	2008-03-17 02.25.05	46,07	32,59	57,41	1,6500
1495	1495:11:25:41	259082303	2008-03-18 03.04.20	46,52	32,73	57,27	1,6506
1496	1496:11:25:22	259171060	2008-03-19 03.43.35	46,98	32,87	57,13	1,6511
1497	1497:11:25:02	259259817	2008-03-20 04.22.50	47,44	33,01	56,99	1,6517
1498	1498:11:24:43	259348573	2008-03-21 05.02.06	47,89	33,15	56,85	1,6522
1499	1499:11:24:24	259437330	2008-03-22 05.41.22	48,35	33,28	56,72	1,6527
1500	1500:11:24:05	259526087	2008-03-23 06.20.37	48,80	33,42	56,58	1,6532
1501	1501:11:23:46	259614845	2008-03-24 06.59.53	49,26	33,55	56,45	1,6537
1502	1502:11:23:27	259703602	2008-03-25 07.39.09	49,71	33,69	56,31	1,6542
1503	1503:11:23:08	259792359	2008-03-26 08.18.25	50,17	33,82	56,18	1,6547
1504	1504:11:22:50	259881117	2008-03-27 08.57.41	50,62	33,95	56,05	1,6552
1505	1505:11:22:31	259969874	2008-03-28 09.36.58	51,08	34,08	55,92	1,6556
1506	1506:11:22:13	260058632	2008-03-29 10.16.14	51,53	34,21	55,79	1,6561
1507	1507:11:21:55	260147389	2008-03-30 10.55.30	51,98	34,33	55,67	1,6565
1508	1508:11:21:36	260236148	2008-03-31 11.34.46	52,44	34,46	55,54	1,6570
1509	1509:11:21:18	260324906	2008-04-01 12.14.03	52,89	34,58	55,42	1,6574
1510	1510:11:21:00	260413664	2008-04-02 12.53.20	53,34	34,71	55,29	1,6578
1511	1511:11:20:43	260502422	2008-04-03 13.32.37	53,79	34,83	55,17	1,6582
1512	1512:11:20:24	260591181	2008-04-04 14.11.54	54,25	34,95	55,05	1,6586
1513	1513:11:20:07	260679939	2008-04-05 14.51.11	54,70	35,07	54,93	1,6590
1514	1514:11:19:49	260768699	2008-04-06 15.30.28	55,15	35,18	54,82	1,6594
1515	1515:11:19:32	260857457	2008-04-07 16.09.46	55,60	35,30	54,70	1,6597
1516	1516:11:19:14	260946216	2008-04-08 16.49.03	56,06	35,42	54,58	1,6601
1517	1517:11:18:58	261034975	2008-04-09 17.28.21	56,51	35,53	54,47	1,6604
1518	1518:11:18:41	261123734	2008-04-10 18.07.39	56,96	35,64	54,36	1,6608
1519	1519:11:18:24	261212494	2008-04-11 18.46.57	57,41	35,75	54,25	1,6611
1520	1520:11:18:08	261301253	2008-04-12 19.26.15	57,86	35,86	54,14	1,6614
1521	1521:11:17:50	261390013	2008-04-13 20.05.33	58,31	35,97	54,03	1,6617
1522	1522:11:17:34	261478772	2008-04-14 20.44.51	58,76	36,08	53,92	1,6620
1523	1523:11:17:17	261567532	2008-04-15 21.24.09	59,21	36,19	53,81	1,6623
1524	1524:11:17:02	261656293	2008-04-16 22.03.29	59,66	36,29	53,71	1,6625
1525	1525:11:16:45	261745053	2008-04-17 22.42.47	60,11	36,40	53,60	1,6628
1526	1526:11:16:29	261833813	2008-04-18 23.22.05	60,56	36,50	53,50	1,6631
1527	1527:11:16:14	261922573	2008-04-20 00.01.25	61,01	36,60	53,40	1,6633
